gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,hasFamily_Yes,SeniorCitizen,AvgMonthlyCost,Churn
1,0,0,0,1,1,0,1,0,1,0,0,0,19.52,No
0,0,0,0,0,1,0,0,0,0,1,0,0,55.45,No
1,0,1,0,1,0,0,0,0,0,1,1,0,22.25,No
1,0,0,0,1,0,1,0,0,0,1,1,0,64.91465504978663,No
0,0,0,0,0,0,0,1,1,0,0,0,0,79.72,No
1,0,0,1,0,0,0,1,1,0,0,1,0,69.95,No
0,0,1,1,0,0,0,1,0,0,1,0,1,79.2,Yes
0,0,0,0,1,0,1,1,0,0,0,1,0,22.17,No
0,0,1,1,0,0,1,1,1,0,0,1,0,96.13,No
0,0,1,1,0,0,0,1,0,1,0,0,1,102.8,Yes
0,0,0,0,1,0,1,0,0,0,1,1,0,64.91465504978663,No
1,0,0,0,1,0,1,0,0,0,1,1,0,20.7,No
1,0,1,0,1,0,1,0,1,0,0,1,0,26.03,No
1,0,0,0,1,0,0,0,1,0,0,0,0,20.55,No
1,1,0,0,0,0,0,1,1,0,0,0,0,32.9,Yes
1,1,0,0,0,0,0,0,0,1,0,0,0,29.6,No
1,0,0,1,0,0,0,1,0,1,0,0,1,86.17,No
1,0,0,1,0,0,0,1,0,1,0,0,0,74.39,Yes
0,0,0,0,0,0,1,0,0,0,0,1,0,75.68,No
1,0,0,0,0,0,0,1,1,0,0,1,0,41.51,No
0,0,1,1,0,0,0,1,0,1,0,0,1,103.49,No
1,0,1,1,0,0,0,1,0,1,0,0,1,107.55,No
1,1,0,0,0,0,0,0,0,1,0,0,0,35.9,Yes
0,0,0,1,0,0,0,1,0,1,0,1,0,68.95,Yes
0,1,0,0,0,0,0,0,0,0,0,1,0,35.01,No
1,0,1,0,1,1,0,0,0,0,1,1,0,26.25,No
1,0,1,0,0,0,1,1,0,0,1,1,0,85.8,No
1,0,1,0,0,0,1,0,0,1,0,1,0,86.28,No
0,0,1,1,0,0,1,0,0,1,0,1,0,108.56,No
1,0,1,1,0,0,0,1,1,0,0,0,0,89.32,No
0,0,1,0,1,1,0,1,0,0,1,1,0,23.45,No
0,0,0,0,0,0,0,1,0,0,1,1,0,51.55,Yes
1,0,0,0,1,1,0,0,0,0,1,0,0,17.35,No
1,0,1,0,0,1,0,1,0,0,0,1,0,77.85,Yes
0,0,0,0,1,0,1,0,0,0,0,1,0,18.84,No
0,0,1,1,0,0,0,1,0,1,0,0,0,95.26,Yes
0,0,1,0,1,0,1,1,1,0,0,1,0,24.67,No
1,0,0,1,0,0,0,1,0,1,0,1,0,85.72,Yes
1,0,0,0,0,1,0,0,1,0,0,1,0,58.03,Yes
0,0,1,1,0,0,1,1,0,1,0,1,0,113.4,No
0,0,1,1,0,0,0,1,0,0,0,1,1,86.09,Yes
0,0,1,0,0,1,0,1,0,1,0,1,0,78.43,No
0,0,1,1,0,0,0,1,1,0,0,1,0,103.88,Yes
0,0,1,1,0,0,0,1,0,0,0,0,1,109.64,Yes
1,0,0,0,0,0,0,0,0,1,0,1,0,48.95,Yes
0,0,1,1,0,1,0,1,1,0,0,0,0,109.16,Yes
0,0,0,0,0,1,0,1,0,0,0,0,0,80.21,No
0,0,1,0,0,0,0,1,1,0,0,0,0,59.88,Yes
0,0,0,0,0,0,1,0,1,0,0,1,0,85.0,No
1,0,1,0,0,0,1,1,0,0,0,0,1,63.43,No
0,0,1,0,1,0,1,0,0,0,0,0,0,25.25,No
0,0,0,0,0,1,0,1,0,1,0,0,0,73.48,No
0,0,0,1,0,0,0,1,0,0,1,0,0,70.7,No
1,0,1,0,0,0,1,1,1,0,0,1,0,76.09,No
1,0,1,1,0,0,0,1,0,0,1,0,0,115.4,Yes
1,0,1,1,0,0,0,0,0,1,0,1,0,103.46,No
0,0,1,1,0,1,0,1,1,0,0,1,0,107.33,No
0,0,0,0,1,0,0,0,0,0,1,0,0,20.61,No
0,0,1,0,1,0,1,1,0,0,1,1,0,24.36,No
0,0,1,1,0,0,0,1,1,0,0,1,0,79.25,No
0,0,1,1,0,1,0,0,0,1,0,1,0,97.62,No
1,0,0,0,1,0,0,0,0,1,0,1,0,21.33,No
0,0,0,0,1,0,1,0,0,0,1,1,0,20.58,No
1,0,0,0,1,1,0,0,1,0,0,0,0,18.99,No
1,0,1,1,0,0,0,1,0,1,0,1,1,97.26,No
1,0,0,0,0,0,0,1,0,0,1,0,0,76.08,No
0,0,0,1,0,0,0,1,1,0,0,0,0,65.29,Yes
0,0,1,0,0,0,0,0,0,0,1,1,0,59.89,Yes
0,0,0,1,0,0,1,1,1,0,0,1,0,98.45,No
0,0,0,0,1,0,0,0,0,0,1,1,0,21.54,No
1,0,1,1,0,0,0,1,0,1,0,0,0,86.94,No
1,0,0,0,0,0,0,1,0,0,1,1,1,49.17,No
0,0,0,0,0,1,0,1,0,0,1,1,0,66.0,No
0,0,0,1,0,0,0,0,0,1,0,1,0,111.29,No
1,0,1,1,0,0,0,1,0,1,0,0,0,104.49,Yes
0,0,0,0,1,0,0,0,0,0,1,1,0,19.46,Yes
0,0,0,0,1,0,0,0,0,0,1,0,0,19.61,No
0,0,0,0,1,0,0,1,0,0,0,1,0,19.68,No
1,0,1,1,0,0,0,1,0,1,0,1,1,73.68,No
0,0,0,0,0,0,1,1,1,0,0,0,0,80.51,No
0,0,0,0,1,1,0,0,0,0,0,0,0,19.91,No
1,1,0,0,0,0,0,1,1,0,0,1,0,29.99,No
0,0,1,0,0,0,1,0,0,1,0,1,0,88.89,No
0,0,1,0,0,1,0,1,1,0,0,1,0,68.81,Yes
1,0,0,0,0,0,0,1,0,1,0,0,0,49.3,No
0,0,0,0,0,0,0,1,1,0,0,0,0,54.11,No
0,0,0,0,1,0,0,0,0,0,0,1,0,19.53,Yes
0,0,0,0,1,0,0,0,0,0,1,0,0,20.56,No
0,0,1,1,0,0,0,1,0,1,0,1,1,66.96,Yes
0,1,0,0,0,0,1,1,1,0,0,1,0,54.67,No
1,0,1,1,0,0,0,1,0,1,0,1,1,99.24,No
0,0,1,1,0,0,0,0,0,0,0,0,0,95.64,Yes
1,0,0,1,0,0,0,1,0,0,0,0,0,91.94,No
0,0,1,1,0,1,0,1,0,0,0,1,0,109.62,No
0,1,0,0,0,0,0,1,0,1,0,0,0,40.92,No
0,0,0,0,1,0,1,0,0,0,1,0,0,19.76,No
0,1,0,0,0,0,0,0,0,1,0,0,0,45.37,No
0,1,0,0,0,0,1,0,0,0,0,0,0,31.29,No
0,0,1,0,0,0,1,1,0,0,1,0,0,61.27,No
1,0,0,0,0,0,0,1,0,1,0,1,0,46.1,Yes
1,0,1,0,0,0,1,1,0,0,0,1,0,81.58,No
1,0,1,1,0,0,0,1,0,1,0,1,1,83.93,Yes
0,0,0,0,1,0,0,0,0,0,1,0,0,20.5,No
0,0,1,1,0,0,0,1,0,1,0,0,1,78.7,Yes
0,0,1,1,0,1,0,0,0,1,0,1,0,112.21,Yes
1,0,1,1,0,0,0,1,1,0,0,1,0,79.69,No
1,0,0,0,1,1,0,0,0,0,1,0,0,20.92,No
1,0,1,1,0,0,0,0,0,0,1,0,0,69.7,Yes
0,0,1,1,0,1,0,1,0,0,0,0,0,107.96,No
0,0,1,1,0,0,0,1,1,0,0,1,0,72.83,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,107.47,Yes
1,1,0,0,0,1,0,1,0,1,0,0,0,49.14,No
0,0,1,0,0,0,1,1,1,0,0,0,0,79.29,No
0,0,0,0,0,1,0,0,1,0,0,0,0,57.76,No
0,0,1,0,1,0,1,0,1,0,0,0,0,24.55,No
0,0,0,1,0,0,0,0,0,1,0,0,0,105.52,Yes
1,0,1,1,0,0,0,1,0,0,1,0,0,78.06,No
1,0,0,0,0,0,0,1,0,1,0,0,0,45.6,Yes
0,0,1,0,0,0,0,1,0,0,0,0,0,71.64,No
0,0,0,1,0,0,0,1,0,1,0,0,0,75.82,Yes
0,0,1,0,0,0,1,0,0,0,0,1,0,89.33,No
1,0,0,0,1,1,0,0,0,0,1,0,0,17.05,No
1,0,0,0,0,0,1,0,0,0,0,1,0,84.95,No
0,0,0,0,0,1,0,0,0,0,1,0,0,62.13,No
1,0,0,0,0,0,0,1,1,0,0,1,0,51.59,No
0,0,0,0,1,0,0,0,1,0,0,1,0,20.71,No
1,0,0,0,0,0,0,0,0,1,0,1,0,42.41,No
0,0,1,1,0,0,0,1,0,0,0,1,0,108.12,No
0,1,0,0,0,0,0,1,0,0,1,1,0,55.94,No
0,0,0,0,0,0,0,0,0,0,1,1,0,53.1,No
0,0,0,0,1,0,1,0,0,0,1,1,0,21.04,No
1,0,1,1,0,1,0,1,0,1,0,0,0,107.23,Yes
1,1,0,0,0,1,0,0,1,0,0,1,0,46.6,No
1,0,0,0,1,0,1,0,0,0,1,1,0,18.9,No
0,0,1,1,0,0,0,1,0,1,0,0,0,98.45,Yes
0,0,0,0,0,0,1,1,1,0,0,1,0,82.47,No
0,0,1,1,0,0,0,1,0,1,0,1,1,114.44,No
0,0,1,0,1,0,0,1,0,1,0,1,0,26.94,No
0,0,0,0,1,1,0,1,0,0,0,0,0,17.62,No
1,0,1,1,0,0,0,1,0,1,0,1,0,73.61,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,70.53,No
1,0,0,0,1,0,0,0,0,0,1,1,0,19.17,No
1,0,0,0,0,0,0,0,0,0,1,0,0,48.06,No
1,0,0,0,0,0,1,0,0,0,0,0,0,65.1,No
1,0,0,0,0,1,0,1,0,0,0,1,1,84.6,No
0,0,1,1,0,0,0,1,0,1,0,1,0,95.62,Yes
0,0,1,0,0,0,0,1,0,1,0,0,0,56.79,No
1,0,1,1,0,0,0,1,0,1,0,1,0,76.71,Yes
1,0,1,1,0,0,0,1,0,0,0,1,0,96.59,No
0,0,0,0,1,1,0,0,1,0,0,1,0,18.75,No
0,0,0,1,0,0,0,1,0,1,0,0,0,70.1,Yes
1,0,0,0,1,0,0,1,1,0,0,0,0,19.86,No
0,0,1,1,0,0,1,1,1,0,0,1,0,118.47,No
1,0,1,0,0,1,0,0,0,0,0,1,0,78.41,No
1,0,0,1,0,0,0,0,0,0,1,0,0,73.06,No
0,0,0,0,1,0,0,1,0,0,1,0,0,20.25,Yes
1,0,0,0,1,0,0,1,0,1,0,0,0,13.92,No
0,0,0,0,1,0,0,1,0,1,0,1,0,21.36,No
1,0,1,1,0,0,0,1,0,1,0,1,0,102.35,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,92.34,Yes
0,0,0,0,1,0,0,0,1,0,0,0,0,21.61,Yes
0,0,1,0,1,1,0,0,0,1,0,1,0,22.53,No
1,0,0,1,0,0,0,1,1,0,0,0,1,75.25,No
0,0,0,0,0,1,0,1,0,0,1,1,0,59.25,No
1,0,1,0,0,0,1,1,0,1,0,1,0,84.32,No
1,0,1,1,0,0,0,1,0,1,0,1,1,71.34,No
0,0,1,0,1,0,1,0,0,0,0,0,0,26.13,No
1,0,0,0,0,0,0,1,0,1,0,0,1,46.32,Yes
1,0,0,1,0,0,0,0,0,0,0,1,1,78.19,Yes
1,1,0,0,0,1,0,1,0,0,0,1,0,41.09,No
0,0,1,0,1,0,1,0,0,0,1,1,0,25.82,No
0,0,1,1,0,0,0,1,0,0,0,1,0,93.93,No
1,0,1,1,0,0,1,0,0,0,0,0,0,113.39,No
0,0,0,0,1,0,0,0,0,0,1,1,0,18.92,No
1,0,1,0,1,0,0,1,0,0,1,0,0,25.0,No
0,0,1,0,0,0,0,1,0,1,0,1,0,62.16,Yes
0,0,1,1,0,0,1,1,0,1,0,1,0,95.04,No
0,0,1,1,0,1,0,1,0,1,0,0,1,114.62,Yes
1,0,0,0,1,0,0,0,0,0,1,0,0,20.25,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,102.5,No
0,0,0,0,0,0,0,1,0,0,1,1,0,55.3,No
1,0,1,0,0,0,1,1,0,0,0,1,0,86.51,No
0,0,1,0,1,0,1,1,1,0,0,1,0,24.56,No
0,1,0,0,0,1,0,1,1,0,0,0,0,38.42,No
0,0,1,0,0,0,0,1,0,0,1,0,0,48.01,No
1,0,0,0,1,0,0,0,0,0,1,0,0,19.2,No
0,0,1,1,0,0,0,0,0,1,0,0,0,85.19,No
1,0,1,0,1,0,1,1,0,0,0,1,0,23.94,No
1,0,1,0,0,1,0,0,0,1,0,0,0,60.84,No
1,0,1,1,0,1,0,0,0,1,0,1,0,95.05,No
0,0,0,0,0,0,0,0,0,1,0,0,0,49.95,No
0,0,1,0,0,0,1,1,1,0,0,1,0,85.69,No
1,0,0,0,0,0,0,0,0,0,1,0,0,65.63,No
0,0,0,0,1,0,0,1,0,0,0,0,0,20.65,No
0,0,1,1,0,1,0,1,1,0,0,1,0,104.95,Yes
1,0,1,0,0,1,0,1,1,0,0,1,0,73.8,No
1,0,0,0,1,1,0,0,0,0,1,1,1,16.33,No
0,0,0,0,1,0,1,0,0,0,0,1,0,22.32,No
1,0,1,0,0,0,1,1,1,0,0,1,0,66.83,No
1,0,1,0,1,0,1,0,1,0,0,1,0,25.89,No
1,0,0,0,0,0,1,0,1,0,0,1,0,81.18,No
0,0,0,0,0,0,0,1,0,0,1,0,0,57.35,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,99.02,Yes
0,0,1,0,0,0,0,1,0,0,0,0,0,69.23,No
1,1,0,0,0,0,0,1,0,1,0,1,0,30.75,No
1,0,0,0,1,1,0,1,0,0,0,1,0,19.46,No
0,1,0,0,0,0,1,1,0,0,1,0,0,40.2,No
1,0,0,1,0,1,0,1,0,0,1,1,0,95.01,No
0,0,1,0,1,0,1,1,0,0,0,1,0,25.58,No
0,1,0,0,0,0,0,1,0,1,0,0,1,43.84,No
1,0,0,0,0,1,0,0,0,0,1,0,1,52.8,No
1,0,0,0,1,0,1,0,1,0,0,1,0,21.25,No
1,0,0,1,0,1,0,1,0,1,0,0,1,98.33,No
1,0,0,0,0,0,0,0,0,1,0,0,0,45.3,Yes
0,0,0,0,1,1,0,0,0,0,1,0,0,19.67,No
0,0,1,0,1,0,1,1,1,0,0,1,0,24.9,No
0,0,0,0,1,0,1,0,0,0,1,0,0,21.18,No
1,0,0,0,0,0,1,1,0,0,0,1,0,74.16,Yes
1,0,1,0,1,0,1,0,0,0,0,1,0,25.41,No
0,0,1,1,0,0,0,1,0,0,1,0,0,83.52,No
1,0,0,1,0,0,0,1,0,1,0,0,0,92.72,Yes
0,0,0,0,0,0,1,1,1,0,0,0,1,70.02,Yes
1,0,0,1,0,0,0,1,0,0,0,1,0,75.64,Yes
0,0,0,1,0,0,0,1,0,1,0,1,0,85.12,No
1,0,0,0,1,0,1,0,0,0,1,0,0,19.57,No
1,0,0,0,0,0,0,0,0,0,1,0,0,37.45,Yes
1,1,0,0,0,1,0,1,0,0,1,0,0,53.7,No
0,0,0,0,1,0,0,0,1,0,0,0,0,19.4,No
0,1,0,0,0,1,0,0,0,0,0,0,0,43.88,No
0,0,0,0,0,0,0,1,0,0,1,1,0,60.04,No
0,0,1,1,0,0,0,1,0,1,0,0,0,76.57,Yes
1,0,0,0,0,0,0,0,1,0,0,1,0,73.74,No
1,0,0,0,1,1,0,1,0,0,0,0,0,20.65,No
1,0,0,1,0,0,0,1,0,0,0,1,0,93.7,No
1,0,1,1,0,1,0,1,0,1,0,1,0,102.32,No
1,0,1,1,0,0,1,0,1,0,0,1,0,116.32,No
0,0,1,1,0,0,0,1,0,0,0,1,0,97.91,No
0,0,1,1,0,1,0,1,0,1,0,0,0,109.19,No
0,1,0,0,0,1,0,0,0,0,0,1,0,66.04,No
1,0,1,1,0,0,0,1,0,1,0,0,0,98.3,No
1,0,0,1,0,0,0,1,1,0,0,1,1,84.54,No
1,0,1,1,0,0,0,1,0,0,0,0,1,73.65,No
0,1,0,0,0,0,0,1,0,1,0,0,1,42.98,No
1,0,1,0,0,1,0,1,0,0,0,0,0,84.19,No
1,0,0,0,0,0,0,0,0,0,0,1,0,43.02,No
1,0,1,1,0,0,0,1,1,0,0,0,0,95.11,Yes
1,0,1,1,0,0,1,0,1,0,0,1,0,112.03,No
1,0,1,0,0,0,1,1,1,0,0,1,0,75.57,No
0,0,0,1,0,0,0,1,0,1,0,0,1,85.0,Yes
1,0,0,0,1,0,1,0,0,0,0,1,0,20.75,No
0,0,1,1,0,0,0,1,0,1,0,0,0,76.18,Yes
1,0,0,0,0,1,0,1,0,1,0,0,0,60.65,Yes
1,0,1,1,0,0,1,1,1,0,0,1,0,110.59,No
0,0,1,1,0,0,0,0,0,1,0,0,1,97.56,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,81.32,No
0,0,0,0,0,0,0,1,0,1,0,1,0,58.81,No
0,0,0,0,0,0,1,1,0,0,0,1,0,81.11,No
0,0,1,1,0,0,0,0,0,0,0,0,0,79.16,No
0,0,1,0,1,0,1,0,0,0,0,1,0,25.54,No
1,0,0,1,0,0,0,1,0,1,0,0,0,72.5,No
0,0,0,0,1,0,1,0,0,0,1,1,0,18.86,No
0,0,0,1,0,0,0,1,0,1,0,0,0,75.88,Yes
0,0,0,0,1,0,1,0,0,0,0,1,0,18.95,No
0,0,1,1,0,0,0,1,0,1,0,0,0,75.59,No
1,0,1,1,0,0,0,0,1,0,0,1,1,97.0,No
0,0,0,1,0,0,0,1,0,1,0,0,0,77.88,No
1,0,0,0,0,0,0,1,0,0,1,0,0,54.05,No
0,0,0,0,0,1,0,0,1,0,0,0,0,81.61,No
0,0,0,0,0,1,0,0,0,1,0,0,0,55.01,No
1,0,0,0,1,0,1,0,0,0,0,0,0,21.29,No
1,0,0,1,0,0,0,0,0,0,1,0,0,90.47,No
1,0,0,0,0,0,0,0,0,0,1,0,0,47.23,No
1,1,0,0,0,0,0,1,0,0,1,1,1,31.23,Yes
1,0,1,0,0,1,0,0,1,0,0,1,0,82.29,No
1,0,0,1,0,0,0,1,0,0,1,0,0,80.85,Yes
1,0,1,1,0,1,0,1,0,1,0,1,0,104.42,Yes
1,0,1,1,0,0,0,1,0,0,1,0,0,101.6,No
1,0,0,0,1,1,0,0,0,0,1,1,0,19.7,No
1,0,1,1,0,0,0,1,0,1,0,1,1,80.98,No
0,0,1,1,0,0,0,0,1,0,0,0,1,91.4,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,74.35,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,90.55,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,88.27,Yes
1,1,0,0,0,0,0,1,1,0,0,0,1,31.77,No
1,0,0,0,0,0,0,0,0,0,1,0,0,52.97,Yes
0,0,0,0,1,0,1,0,0,0,0,1,0,21.4,No
0,0,1,1,0,0,0,1,0,1,0,1,0,75.77,Yes
0,0,1,0,1,0,1,1,0,0,0,1,0,25.31,No
0,0,0,0,0,0,0,0,0,0,1,1,0,51.2,No
1,0,1,0,0,0,1,1,0,1,0,1,0,84.49,No
1,0,1,1,0,1,0,0,0,1,0,0,0,96.02,No
1,0,1,1,0,0,0,0,0,0,0,0,0,80.11,No
0,0,0,0,0,0,0,0,0,0,1,1,0,49.9,No
0,0,0,0,0,0,1,0,0,0,1,1,0,70.54,No
0,0,0,1,0,1,0,1,1,0,0,1,0,105.4,No
0,0,0,1,0,0,0,1,0,0,1,0,0,84.35,Yes
0,0,0,0,1,0,0,0,0,0,1,1,0,19.83,No
1,0,0,0,0,1,0,0,0,0,0,0,1,65.37,No
1,0,0,1,0,0,0,1,0,1,0,0,0,77.59,Yes
0,0,1,1,0,0,0,1,0,0,0,1,0,85.06,No
1,1,0,0,0,0,1,1,1,0,0,1,0,56.19,No
0,0,0,0,1,1,0,0,1,0,0,1,0,18.69,No
1,0,0,0,1,0,0,1,0,0,1,0,0,17.68,No
0,0,0,0,1,0,1,0,0,0,1,0,0,20.35,No
1,0,0,0,1,0,0,1,0,0,1,0,0,18.85,Yes
1,0,0,0,0,1,0,1,0,0,1,0,0,61.97,Yes
0,0,0,0,1,0,0,1,0,0,1,0,0,21.18,No
1,0,1,1,0,0,0,1,0,1,0,1,1,86.41,No
1,0,0,0,1,0,1,1,0,0,1,0,0,19.57,No
0,0,1,0,0,0,0,1,0,1,0,0,1,52.8,No
0,0,0,0,0,0,0,0,0,0,0,0,0,50.68,No
1,0,1,1,0,0,0,0,0,1,0,1,0,83.2,No
1,0,0,0,1,0,0,0,0,0,1,0,0,19.7,Yes
1,0,1,0,1,0,1,0,0,0,1,0,0,25.6,No
1,0,1,1,0,0,0,1,0,1,0,0,0,105.3,Yes
1,1,0,0,0,0,1,0,0,0,1,1,0,40.0,No
0,0,1,0,0,0,1,0,1,0,0,1,0,82.51,No
1,0,0,0,0,0,0,0,0,0,1,0,0,71.66,No
0,1,0,0,0,0,0,0,0,0,1,1,0,30.02,No
1,0,1,0,0,0,1,1,1,0,0,1,0,80.72,No
0,0,0,1,0,0,0,1,0,0,1,0,0,70.15,Yes
0,1,0,0,0,0,0,0,0,1,0,1,0,32.71,No
1,0,1,0,1,0,0,1,1,0,0,1,0,23.12,No
0,1,0,0,0,0,1,1,0,0,0,1,0,64.91465504978663,No
0,0,0,0,1,0,1,0,1,0,0,1,0,19.94,No
1,1,0,0,0,0,0,1,0,1,0,0,0,46.53,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,73.5,Yes
0,0,1,0,1,0,1,0,0,0,1,1,0,23.82,No
1,0,0,0,1,1,0,0,0,0,1,0,0,20.45,No
0,0,1,1,0,0,0,1,0,1,0,0,0,102.42,Yes
0,0,1,1,0,0,1,1,0,0,0,1,0,92.73,No
0,0,1,0,0,0,0,1,0,0,1,0,0,61.63,No
1,0,0,0,0,0,0,1,0,1,0,0,0,53.15,No
1,0,0,0,1,0,0,0,0,0,1,0,0,17.23,No
0,0,0,0,1,0,1,0,0,0,1,1,0,19.43,No
1,0,0,0,1,0,0,0,0,0,0,1,0,18.86,No
0,0,1,0,0,0,1,0,0,0,1,1,0,88.64,No
1,0,0,1,0,1,0,0,0,0,0,1,1,91.61,No
0,0,1,0,0,0,1,1,0,1,0,1,0,94.48,No
0,0,1,1,0,1,0,0,0,0,0,1,0,101.94,No
0,0,1,0,0,0,0,1,0,1,0,0,0,56.83,No
1,0,1,1,0,0,0,1,0,1,0,0,0,81.7,Yes
1,0,1,1,0,0,1,0,0,0,0,1,0,115.36,No
1,0,1,1,0,0,0,1,0,1,0,0,0,86.7,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,77.45,No
1,0,0,0,1,0,0,1,0,1,0,0,0,25.65,No
1,0,1,1,0,0,0,1,0,1,0,0,0,110.5,No
0,0,1,1,0,0,0,1,0,0,0,1,1,105.0,No
0,0,0,1,0,0,0,1,1,0,0,1,1,79.5,No
1,0,1,1,0,0,0,1,0,0,0,0,0,97.88,No
1,0,1,1,0,0,0,1,0,0,1,0,0,72.74,No
0,0,1,0,0,0,1,0,1,0,0,1,0,91.61,No
1,0,1,0,1,0,0,1,0,0,0,0,0,21.85,No
0,0,1,1,0,1,0,1,1,0,0,1,1,109.26,No
1,0,1,1,0,0,1,0,0,1,0,1,0,104.3,No
0,0,1,1,0,0,0,1,0,1,0,0,0,72.09,No
1,0,1,1,0,0,0,1,0,1,0,1,0,102.65,No
1,0,0,1,0,1,0,1,0,1,0,1,0,106.79,No
0,0,1,0,0,0,1,1,0,0,0,1,0,84.69,No
1,0,0,0,1,0,0,0,0,0,1,0,0,19.05,No
1,0,1,1,0,0,0,1,0,1,0,1,0,102.29,No
1,0,0,0,1,0,0,0,0,1,0,0,0,18.54,No
0,0,0,1,0,0,0,0,0,1,0,0,1,65.47,No
1,0,0,0,1,0,1,0,0,0,1,0,0,21.29,No
1,1,0,0,0,0,1,0,1,0,0,1,0,64.88,No
0,0,1,0,1,0,0,0,0,0,1,1,1,26.24,No
1,0,1,1,0,0,0,1,0,1,0,1,1,87.51,No
1,0,0,0,1,0,1,0,1,0,0,1,0,20.83,No
0,0,0,0,0,0,0,1,1,0,0,0,0,51.5,No
0,0,0,0,1,0,1,0,1,0,0,0,0,20.95,No
1,0,0,0,1,0,1,0,0,1,0,1,0,20.08,No
0,0,0,1,0,0,0,1,0,1,0,0,0,78.69,No
0,0,1,1,0,0,1,1,0,0,0,1,0,115.45,No
1,0,0,1,0,0,0,1,1,0,0,1,0,96.42,No
0,0,0,0,0,0,1,1,0,0,0,1,0,84.68,No
1,0,0,1,0,1,0,1,0,0,0,1,1,85.49,No
1,0,0,0,1,0,0,0,0,0,1,0,0,20.5,Yes
1,0,0,0,1,0,0,0,0,0,1,1,0,21.84,No
0,0,0,0,0,0,0,1,0,1,0,1,0,45.13,Yes
0,0,1,0,1,1,0,0,0,0,0,0,0,23.62,No
0,0,0,0,1,0,0,1,0,0,1,0,0,19.5,No
1,0,0,0,0,0,1,0,1,0,0,1,0,74.2,No
1,0,0,1,0,0,0,0,0,1,0,1,0,79.12,Yes
0,0,1,1,0,0,1,1,1,0,0,1,0,103.47,No
0,0,0,0,1,1,0,0,0,0,1,1,0,19.02,No
0,0,0,0,0,0,0,0,0,1,0,1,0,54.63,No
0,0,0,0,0,0,0,0,0,1,0,0,0,45.15,Yes
1,0,0,0,1,0,0,0,0,0,1,1,0,20.12,No
1,0,0,1,0,0,0,1,0,1,0,1,0,76.85,Yes
1,0,1,1,0,0,1,1,0,1,0,1,1,110.64,No
1,0,0,1,0,0,0,0,1,0,0,0,0,73.7,No
0,0,1,1,0,0,1,1,0,1,0,1,0,109.85,No
1,0,0,0,0,0,0,0,0,1,0,1,0,54.91,Yes
0,0,1,1,0,1,0,1,0,1,0,1,0,99.88,No
0,1,0,0,0,0,0,0,0,1,0,1,0,48.55,Yes
1,0,1,0,0,0,1,1,0,0,1,1,0,68.6,No
0,0,0,1,0,0,0,1,0,1,0,1,0,91.74,No
1,0,0,0,0,0,0,0,0,0,1,0,0,66.36,No
1,0,0,0,0,0,1,0,1,0,0,0,0,78.57,No
0,0,0,1,0,0,0,1,0,1,0,0,1,88.05,Yes
1,0,0,0,1,0,1,1,0,0,0,0,1,18.72,No
0,0,1,1,0,1,0,1,0,0,0,0,0,91.77,No
1,0,1,0,0,1,0,0,0,0,0,1,0,77.8,No
1,0,1,0,0,0,0,0,1,0,0,1,0,76.27,No
1,0,0,0,0,0,0,1,0,0,1,0,0,62.8,No
0,0,0,0,1,0,1,0,0,0,0,1,0,19.61,No
0,0,0,0,1,0,1,1,0,0,0,1,0,21.03,No
1,0,0,0,1,0,1,0,0,0,1,1,0,19.73,No
0,0,0,0,0,0,1,1,1,0,0,1,1,77.74,No
0,1,0,0,0,0,1,0,0,0,0,0,0,45.72,No
0,0,1,1,0,1,0,0,1,0,0,0,0,116.11,Yes
1,0,1,0,1,0,1,0,0,0,1,1,0,25.07,No
1,0,1,1,0,1,0,0,0,0,1,1,1,88.93,Yes
1,1,0,0,0,1,0,1,1,0,0,1,0,46.16,No
1,0,1,1,0,1,0,1,0,1,0,0,0,98.92,Yes
1,0,0,0,1,0,1,0,0,0,1,0,0,20.44,No
0,0,0,1,0,0,0,1,0,1,0,1,0,90.84,Yes
0,0,0,0,1,0,1,0,0,0,0,1,0,17.93,No
1,0,1,1,0,0,0,1,0,1,0,1,0,94.37,Yes
1,0,1,1,0,0,0,1,0,0,1,0,0,84.65,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,106.69,Yes
0,0,1,0,0,0,1,0,0,1,0,1,0,80.26,No
0,0,0,0,1,1,0,0,0,0,1,0,0,18.51,No
1,0,1,1,0,0,1,0,0,0,0,1,1,104.32,No
1,1,0,0,0,0,0,1,1,0,0,0,0,28.96,No
